name,website
herematch,http://herematch.com/
currentsy,http://currensty.co
Ebooks In Person,
OpenPlans,http://openplans.org/
CrossTalk Research,http://www.crosstalkresearch.com
Nfoshare,https://www.nfoshare.com
G-Tech,
One Clipboard,http://www.oneclipboard.com
YourStoryBox,
News.me,http://www.news.me/
"High School Xpress, Inc.",http://www.highschoolxpress.com
Moving And Storage,
The Weave Spot Inc,http://www.TheWeaveSpot.co
MediaRadar Inc.,http://www.mediaradar.com/
ReelApartment,http://reelapartment.com
Pintacts,http://www.pintacts.com
Interlude,http://www.interlude.fm
TapX Trading,http://www.tapxtrading.com
gimmelabs,http://www.gimmeapp.com
Peach and Lily,http://www.peachandlily.com/
Cartonomy,http://Cartonomy.com
Tidal Labs,http://engagethewave.com
Glttr (Pink Entry),http://glttr.com/
Loop de Luxe,http://www.loopdeluxe.com
"City Hype, LLC",http://www.cityhypeapp.com
Human.,http://humanig.com/
Bespoke Post,http://bespokepost.com
"Cut On Your Bias, Inc.",http://cutonyourbias.com/
Hard Candy Shell,http://www.hardcandyshell.com/
yumspring,http://yumspring.com
PaletteNails,
Eyeball.it,http://eyeball.it
Control Square,http://www.controlsquare.com/the-core/careers/
the huslteman industries,
The 86 Company,http://www.the86co.com
Pelgea,
FreshNeck,https://freshneck.com/
Gerritsen Capital,http://www.gerritsencapital.com
Expressible,http://www.expressible.com
Shelby.tv,http://shelby.tv/
ADRailUSA,http://www.adrailusa.com
Social Health Innovations,http://www.socialhealthinnovations.com
Pricelance,
iSWIMBAND,http://www.iswimband.com
Picturelife,https://picturelife.com/
Corsis,http://www.corsis.com/
Path for Life inc.,http://pathforlife.com
AppCow,http://www.appcow.nyc/
Confidential,
The Flatiron School,http://flatironschool.com/
Ninoh,http://www.ninoh.com
Bee*kin LLC,http://www.bee-kin.com
ArtCondo,http://artcondo.com
tilt.nyc,http://tiltnyc.net
Ammirati,http://ammirati.com/
"AcceleWeb, Inc.",http://www.acceleweb.com
Sky Mall,
Novus Via,
MyGenie,http://www.mygenie.com
Grooveshark,http://grooveshark.com/
Scoge,http://Www.Scogecustom.com
Bonusly,http://bonus.ly
Charitable.org,http://www.charitable.org
NY Convergence,http://www.nyconvergence.com
Garver Group,
Blocbox,http://blocbox.co
"Mimely, Inc",http://www.mimely.com
Puppy Crash,
"Group 8A, LLC",http://www.group8a.com/
Yssete,http://yssete.com
ROI Payments,
Gilt Groupe,http://www.gilt.com
Turman North,
Alvadon,
Shadow,http://shadow.is
Great Education inc.,
kgbdeals,http://www.kgbdeals.com
Degreed,http://degreed.com/
Bandwaggon,http://bandwaggon.com
Offside,http://offsideinc.com/
iSwapp,http://www.iswapp.info
ClearFactr,http://www.clearfactr.com
HistoWiz,http://histowiz.com
Watchitoo,http://watchitoo.com/
Tastebuds NYC,http://www.tastebuds-nyc.com
MauroNewMedia,http://www.mauronewmedia.com/
Lamaj fuels LLC,
"Green Automotive Alliance, LLC",http://www.earthgarage.com
LIVAMP,http://www.livamp.com
Pingmergency,http://Pingmergency.me
nrelate,http://nrelate.com/
Mimoona ,http://www.mimoona.com
Referio,http://www.referio.com
MediaMonks,http://www.mediamonks.com/work
Pictobar,http://Pictobar.com
Asdera,
Pivot Inc,
"Rescuing Leftover Cuisine, Inc.",http://rescuingleftovercuisine.org
BiteHunter Corporation,http://www.bitehunter.com
blink,
New Creation NYC,http://www.anewcreationbakery.com
Dynace - The Web Design Library,http://www.dynace.com
ThatsGoodness Entertainment,http://thatsgoodness.org
DailyBurn,http://dailyburn.com/?s1
Zumic Entertainment,http://www.zumic.com
Questi,http://www.questi.com
Suddenlee,http://www.suddenlee.com/
KidKlass LLC,http://kidklass.com
"Earmark, Inc.",http://ermrk.it
Finite,
We are the XX,http://www.wearethexx.com
"Howndog, Inc.",http://howndog.com
Blinq,http://www.blinqphoto.com
Soho Gallery For Digital Art,http://sohodigart.com
"Scenteria, LLC",
Aggregift,http://www.aggregift.com
ARTstor,http://www.artstor.org/index.shtml
RealDirect,http://www.realdirect.com/
Roundarch Isobar,http://www.isobar.com
eBrandz Inc,http://www.ebrandz.com/
I Know The Chef,http://www.iknowthechef.com
Special Needs Lifeline,http://specialneedslifeline.org
LegalCrunch,http://www.legalcrunch.com
Newton's Tutors,http://www.newtonstutors.com
Assassin X Tour,
Univate,http://univate.co
Appboy,http://www.appboy.com
Bolster,http://getbolster.com/
Berlin Cameron,http://bcunited.com/
Hunt and Beau,http://www.huntandbeau.com
ArgoFund,http://www.argofund.com
HandyVets,http://www.HandyVet.org
Bulb Master Inc,http://www.bulbmaster.us
Cozart Records ,http://www.lambosmooth.com
" TransMedia, Glide OS ",http://www.glideos.com
Blipit LLC,http://www.blipitapp.com
"Dumann Associates, Inc.",http://www.dumann.com
SeedInvest,https://www.seedinvest.com
Playground Sessions,http://www.playgroundsessions.com/
Atikus Investments Incorporated,http://www.atikusinsurance.com
Spark Authors Inc.,http://Sparkauthors.com
Microtrip.it,
BuilderBuzz,http://www.builderbuzz.com
TechSeri.es,http://techseri.es
Vision Global Consulting Inc. ,
Fusebox Inc,http://www.fusebox.com/
Smart Vision Labs,http://www.smartvisionlabs.com
Superlative Rail ,http://superlativerail.com
CHIYOME,http://CHIYOME.com
"The Brown Consulting Group, LLC",http://www.browncgroupllc.com
"QoL Devices, Inc.",http://www.alv.io
MyBankTracker,http://www.mybanktracker.com/
"CitizenWitness, LLC",http://www.911-cw.com
Sense Networks,http://www.sensenetworks.com/
GlobalGastro,
fresh pack records,
JammedUp,http://www.jammedup.com
GlobalNewsmen,http://GlobalNewsmen.com
Collegiate Sun,http://www.collegiatesun.com
Ology,http://www.ology.com/
Phone.com Inc.,http://www.phone.com/
Insta Interiors,
Xtify,http://www.xtify.com/
Criptext.com,
SheSpeaks,http://www.shespeaks.com/
Edamam,http://www.edamam.com
Picnic CRM,http://www.picniccrm.com
Boxee,http://www.boxee.tv/
"Innovimmune Biotherapeutics Holding, LLC",http://www.innovimmune.com
Special Applied Intelligence,http://www.specialai.com/
EasyBib.com,http://www.easybib.com/
Landbrot Bakery & Bar,http://www.landbrotbakery.com
capital gain advisor ,http://www.capitalgainadvisor.com
Trustr,http://trustr.me
quip,http://www.getquip.com
Lately,http://www.trylately.com
AssertMeds Drugstore for ED Medications,http://www.assertmeds.com
TripleLift,http://triplelift.com
The New American Tavern,http://www.thenewamericantavern.com
bustripping,http://www.bustripping.com
"diet order, Inc.",http://dietorderapp.com
ListenLoop,http://listenloop.com
Precise Management,
E.g.- Educational games,
uchi8,http://www.uchi8.com
Kalulu Kids,http://www.kalulukids.com
BodyOM LLC,https://BodyOM.com
CRAFT SPIRITS EXCHANGE,http://www.drinkCSX.com
Baby Bundle,http://www.babybundleapp.com
nuOctave,http://www.nuOctave.com
ArtCycle,http://artcycle.com
Ephemeral,
Digital Smash Enterprises,http://www.digitalsmash.enterprises
Farepricer.com,http://www.farepricer.com
Qwanz LLC,http://www.qwanz.com/mobile-app-demo/?lang=en
Rossello,http://Rossellos.com
Bindo,http://bindo.com
medivo,http://www.medivo.com
Citelighter Inc,http://www.citelighter.com
CrowdTwist,http://crowdtwist.com/
Intern Office ,http://www.internoffice.com
CareerThesaurus,http://www.CareerThesaurus.com
LocalUncle,http://www.localuncle.com
parislapin,http://www.Parislapin.com
CheapInTheCity.com,http://cheapinthecity.com/
PrivCo,http://www.privco.com/
SociaLingo,https://socialingo.herokuapp.com/
IDEE FIXE Inc,http://www.ideefixemagazine.com
Undercurrent,http://undercurrent.com/
MNMLKTCHN,
Monocle,
The CONTRA Corporation,http://www.contracorporation.tumblr.com
"BetterBizWorks, LLC",http://www.betterbizworks.com/
Patentory,http://patentory.com/
French'Encas LLC,http://www.frenchencas.com
SureDone,http://www.suredone.com
Unigo,http://www.unigo.com/
Lamirrital,http://lamirrital.tumblr.com/
Who Sing It Best (Talent Competition),http://backyardtv.net
Minus,http://minus.com/
KPMG,
The Writing Code,http://www.thewritingcodesystem.com
Mode Collective,http://lab.modecollective.nu/
inAppAd Inc.,http://www.inappad.com
Post-It!,
ladorch,
Brand Networks,https://bn.co/
ResearchConnection,http://researchconnection.com
People.Co,http://blog.people.co
SOAR,
Urban Edge,http://www.urbanedgeny.com/
Short & Sweet Petite,http://www.shortandsweetpetite.com
"Pass The Torch Foundation, Inc.",http://Passthetorchfoundation.org
EduCo Kids Inc,
iHeartRadio (Clear Channel),http://www.iheart.com/
Kiip,http://kiip.me
Campus Dining Delivery,
EDIFA,http://www.edifa.net
Thinkful,
Tomorrow Networks,http://www.tomorrownetworks.com/
PaulaTaylor,
Gaia Industries,http://www.gaiaindustries.com/
Coldsteel Laser,
NetX,http://www.netx.com/
Agronomic Technology Corp.,http://www.adapt-n.com
Tinkergarten,http://tinkergarten.com
Salary Fairy,https://salaryfairy.com
Indepayment,http://www.indepayment.com
One Art World,http://oneartworld.com/
happyfication,http://happyfication.com
WiredScore,http://wiredscore.com
Fox Travel & Tours,http://foxtravelandtours.com/
RunTime Technologies,http://www.runtime.com
Hispanic New York,http://www.hispanicny.com
Truth In Aging,http://www.truthinaging.com
Free.TV,http://Free.TV
MatchPad,http://matchpad.com
Cortina,
Vozeeme,http://vozeeme.com
Bookspan,
Core Partnering Solutions,
Crowdtap,http://corp.crowdtap.com
Castle Ridge Media,http://castleridgemedia.com/
Food52,http://www.food52.com
picturemaxx,http://www.picturemaxx.com/
Snowfall Systems,http://www.snowfallsystems.com
MAP Digital: MetaMeetings,http://www.mapdigital.com
Giant Interactive,http://www.giant-interactive.com/
WEDDOT,http://www.weddot.com
CauseVox,http://www.causevox.com
BBC Worldwide,http://www.socialcord.com
Camille Zarsky Handbags,http://www.camillezarsky.com
Intellect Industries ,
Picki Picki,http://www.pickipicki.com
SPICEORB Technology,http://SPICEORB.COM
"BODI~CANDLES, LLC",http://www.bodicandles.com
AlleyWatch,http://alleywatch.com
Clearhart Digital,http://www.clearhartdigital.com/
Memory,
NoiseToys,http://noisetoys.com/
CurePatch,http://www.curepatch.com
The Common Pulse,
Advicedrop,https://www.advicedrop.com/
"vWaiter, LLC",http://www.vWaiter.com
Media Innovation Group (themig.com),http://www.themig.com
FocusClinic-m2,http://www.focusclinic.com
BLOCKSTR,http://www.blockstr.com
S7 Labs (currently on hiatus),http://www.s7labs.com/
Project Fathom,http://projectfathom.com
LightBomber,http://www.mrilightpainting.com/
unfounded labs,http://www.unfoundedlabs.com/
TradersCircle,http://www.traderscircle.com
Madison Logic,http://www.madisonlogic.com/
Premium Elderly Care,
Watch It,http://gowatchit.com/
Jigglist,http://jigglist.com
C.M. Cherry International LLC,
Ride the City,http://www.ridethecity.com/nyc
Multiverse,http://www.multiverse.im
Snipple,http://snippleus.com
UnaUna,http://www.unauna.com
Decorilla,http://Decorilla.com
edPeople,http://www.edpeople.com
wewedeals.com,http://www.wewedeals.com
"MVP Financial, LLC",http://www.MVPFinancial.com
Ugeneus Design,http://www.ugeneusdesign.com
CarusoApps,http://www.carusoapps.com
Citizen Made,http://citizenmade.co
ZEITTech,http://zeiteco.com
Tutora ,
Block-Aid,
BondsOdds.com,http://www.BondsOdds.com
Hello Pilgrim,http://www.hellopilgrim.com/
HashTip Inc,http://www.hashtip.com
Merchant Exchange,https://www.merchex.com
plomo shoes,http://www.plomoshoes.com
Sparc,http://www.SparcStart.com
Travora Media (acquired by MediaShift),http://www.travoramedia.com/
MKG,http://thisismkg.com/jobs
Heart-Hug,http://heart-hug.com
Kanjy,http://kanjy.co
She's the First,http://www.shesthefirst.org/
Local Bigwig,http://www.localbigwig.com
Relevant,http://relevantmobile.com/
Evans Resource Group,http://www.evansresourcegroup.com
Jux,https://jux.com/
Study Write,
"Appy Couple from AppeProPo, Inc.",http://appycouple.com
360i,http://www.360i.com/
Harri,http://www.harri.com
Zedge,http://zedge.net
This Quiet Tread,
Emmett Global,http://emmettglobal.com
Agent Link,
Weber Shandwick Digital,http://www.webershandwick.com/
PhotoShelter,http://www.photoshelter.com
Connect,
CrowdPrep,http://www.crowdprep.com
Charity Miles,http://charitymiles.org
nolke corporation,http://WWW.NOLKECORPORATION.COM
ASTORIA FILMS,http://www.AstoriaFilms.com
EXPO,http://www.expotv.com
Cre8te,http://cre8te.com
sk real estate services,
BioDigital,http://www.biodigital.com/
"Learnosaurus, Inc",http://learnosaurus.com
Murmur,http://www.murmurco.com/
ID AMERICA INC,http://www.idAmericaNY.com
Terrapin Stationers,http://www.terrapinstationers.com/
Brainish,http://popup.cool
Youfaith,http://www.youfaith.com
ConnectFORE,http://www.connectfore.com
My Little Vixen,http://www.mylittlevixen.com
Jingle Punks Music,http://jinglepunks.com/
"Chartered Capital Advisers, Inc.",http://www.charteredcapital.com
Rock On! Films,
Underground Eats,http://undergroundeats.com
ZIPPGUN,http://zippgun.com
Clppr,http://clppr.com
Bliss and Care Spa,http://www.BlissNcare.com ( staten Island Loctaion)
NY Film Loft,http://www.nyfilmloft.com
Expand The Room,http://expandtheroom.com/
Firstborn Multimedia,http://www.firstborn.com/
Furnish Me,
"education modified, LLC",http://www.educationmodified.com
MyStyle,http://www.mystyleinc.com
Outer Places,http://www.outerplaces.com
The Rec Room,
Canvita,
Orpster,http://www.orpster.com
Teachley,http://www.teachley.com
Valcu Inc.,https://valcu.co
"Liquid Fusion, Inc.",http://www.liquidfusion.net/
GIVE apparel meaning,http://www.giveapparelmeaning.com
Tattle,http://www.gettattle.com
Rentenna,http://www.rentenna.com
PolyInnovations,http://www.polyinnovations.com
Studio Mercury,http://www.smny.us/
ARMADIO,http://armadio.us/
Cohen Medical,http://dcohenmed.com
Brooklyn Translation Works LLC,http://www.bktranslate.com
scenyc,http://www.scenyc.com/
VETR INC,http://www.vetr.com/
Adweek,http://www.adweek.com/
JUSTWEAR NEW YORK,http://WWW.JUSTWEAR.COM
MAKEWAY (Three Kings),http://makewaymag.com
Smart Desk,
Droga5,http://www.droga5.com
InProTopia,http://www.inprotopia.com
AllOut.org,https://www.allout.org/en
A&B American Style,http://www.abamerican.com/
Wrappin,
Predikt,http://predikt.co
Divabetic,
Diversionary Therapy Technology ,http://www.dtt-usa.com
Cyber-Tech,
Travora ,http://travora.com/
Revision Raps,
911 Cancer Fund ,http://www.911cancerfund.us
RentalTree ,http://www.rentaltree.com
The Archerfish,
Pangea,
Paperless Post,http://www.paperlesspost.com
Sweat Sync,http://www.sweatsync.com
BidKind,http://BidKind.com
"BoldlyGo Institute, Inc.",http://www.boldlygo.org
"Dispensed2U, Inc.",http://www.dispensed2u.com/
"Earthquake Resistant Building Construction, Inc.",http://www.erbc-inc.com
Integrate.com,http://integrate.com/
Akamai Technologies,http://www.akamai.com/
Sock Bin,http://www.sockbin.com/
"WRASK Inc, ",http://www.wraskit.net
"1754 & Company, LLC",
Thefuture.fm,http://thefuture.fm
emiisor,http://www.emiisor.com
The Crypto-Currency Analytics Company,https://cryptocurrencyanalytics.com
dMetrics,http://dmetrics.com/
Mobile Brain Bank,http://www.mobilebrainbank.com
SideTour,https://www.sidetour.com/
WeDemand,http://www.wedemand.com
Ironpaper,http://www.ironpaper.com/
Entertainment Hound,https://www.entertainmenthound.com
Embryo,
ReadSocial,http://www.readsocial.net
The Blanket Anchor®,http://www.originalblanketanchor.com/
"Wynn Imports, Inc.",http://www.empirespirits1972.com
UnionSquare Labs,http://www.usqlabs.com
Kopal,http://www.kopalny.com
JerseySquare,http://jerseysquare.com
Elemental Path,http://www.elementalpath.com
BACK UP BACK,
Ruskat Medical Equipment Corp,
Atlas Gameworks,http://www.atlasgameworks.com
Uncoverage,http://www.uncoverage.com
"ResponsiveAds, Inc.",http://responsiveads.com
 Wander,
Estimize,http://www.estimize.com
Barnes & Noble,http://www.barnesandnoble.com/
SocMediaFin,http://socmediafin.com
Woxxer,http://woxxer.com
Cynvec LLC,
Lagarythm,
EMB FC,
Smartbag,
Acorn,http://www.acornapp.co
ezfaceplate,http://www.ezfaceplate.com
WorldAccelerator.com,http://www.worldaccelerator.com
The 2 Hour Drill,http://www.2HourDrill.com
Loip,http://www.loip.net
Melba,http://melba.co
HYCU,http://www.drinkhycu.com
PARTY STORE DEN,
mindfresh,http://www.mindfresh.co
Uniporter,http://www.uniporter.com
cookbook and cooking show for pets,
Proximate Global Inc.,http://proximate-global.com/
JesseCo,
Toda!Cell,http://www.todacell.com/
VisCorps,http://viscorps.com
WhattheHelp?,
Bolt Digital,http://www.bolt.agency
Zeitgeist Films Ltd.,http://www.zeitgeistfilms.com
Cooper Union Info,http://cooper-union.info
DirectNorth,http://www.godirectnorth.com/
"Cr8tive Multimedia Agency, LLC",http://Www.cr8tivedesignspot.com
SAFERS,
CaddyForeMe,
Kangu,https://www.kangu.org/
Rejuvenan Global Health,https://www.rejuvenan.com/healthvault/
Adam4Adam,http://www.adam4adam.com/
CORP Online LLC,http://www.corponline.org
Z Break,
@Gallery,http://atgallery.org
zeffer,
"ImCoSys, Inc.",http://www.imcosys.com/ebook-reader.html
INDMUSIC,http://www.youtube.com/indmusic
Lingy,
EPC,http://www.europeanportugueseclasses.com
Deals4Meals.com,http://www.deals4meals.com
SeekaWish.com,http://www.seekawish.com
Exerblast,http://exerblast.com
bobbymensah,http://liatigroup.com
PARK Accessories,http://www.parkaccessories.com
Fantrotter,http://fantrotter.com
Culture Craver,http://www.culturecraver.com/dashboard
Merchantry (Ixtens),http://www.merchantry.com/
Re-Nuble,http://re-nuble.com
Nextdoorganics,http://www.nextdoorganics.com
MPB AGENCY LLC,http://www.mpbagency.com
"Wallflowerme, Inc.",http://www.wallflowerme.com
Weissman Sound Design,http://www.kweissman.com/
daydream.io,http://www.daydream.io
KYTE ,http://kyteme.com
Mason's,
"Perceptive Pixel, Inc.",http://www.microsoft.com/office/perceptivepixel/
VIC DAVIDSON ♪ COM,http://www.VicDavidson.Com
peoplesearch.com,
Traveloti,http://www.traveloti.com
Dulac Studio,http://www.dulacstudio.com
G2 USA,http://g2.com/USA/
Naked Sports Gear,http://www.nakedsportsgear.com
WEBercise,
Beyond,http://bynd.com/
AllPaws,http://www.allpaws.com
Arn-Star Properties,http://www.Arn-StarProperties.com
farepie,http://www.farepie.com
Arcade CLOVER,http://arcadeclover.com
OK Cupid,http://www.okcupid.com/
FRM Study Course,http://www.frmstudycourse.com
mouth foods,http://www.newyorkmouth.com
GPShopper,http://www.gpshopper.com/
Nextnetwork USA Telecom Inc ,http://www.nextnetworkusa.com
HyperTV,http://www.hypertvx.com/
View The Space,https://www.viewthespace.com/users/sign_in
ULTRALINQ HEALTHCARE SOLUTIONS INC,http://ultralinq.com/
True Made Foods,http://www.truemadefoods.com
Decoded,http://www.Decoded.com
LanguageMate,http://transcendentendeavors.com
cacsh corp,
Pinnacle Summit,http://www.pinnaclesummit.com
FreshDirect,http://www.freshdirect.com
Floral Fox,http://www.floralfox.com
"LQProduct & Devices,LLC",http://www.lqproduct.com
Flexborrow LLC,
LR PRODUCTIONS,
Case Tracker,http://twitter.com/case_tracker
Buzzr,http://www.buzzr.com/
"AmerIsrael Capital Management, LLC",http://www.AISHX.com
HBO,
Verbify,http://private
Zod's Widgets,
Universal Systems Applications and Resources,http://www.usarlabs.com
"WorldPlay, Inc.",http://www.world-play.org
Panna,http://www.pannacooking.com
ThreadMatcher Inc.,http://www.threadmatcher.com/
The Fashion Deli,
Uncharted Play (sOccket),http://unchartedplay.com/
Greats,http://greats.com
BELGIUM MART LLC,
"FyndIt, Inc",http://www.fyndit.com
SelectableMedia (Nabbr),http://selectablemedia.com/
Evolvage,http://evolvage.com/
Ratafire,https://www.ratafire.com
Immersive Labs,https://imrsv.com/
NYC Department of Information Tech & Telecommunications,http://nyc.gov/html/doitt/html/home/home.shtml
DJ Booth,http://www.djbooth.net/
The Mindriot,http://www.themindriot.com/
Avatar New York,http://www.avatarnewyork.com
Medical Tools for Mankind,
Lingo Live,http://lingo-live.com
Infomous,http://www.infomous.com
Citizen Spend,http://citizenspend.com
artmeme,http://artme.me/
oneQube,http://oneqube.com/
RfI Studios,http://www.rfistudios.com/
www.GYMdates.Com,
AddMee,
Invar Technologies,http://www.invartechnologies.com
Arthena,http://arthena.com
ChicRebellion.tv,http://chicrebellion.tv/
BEAK,
The Odd Slipper,http://www.theoddslipper.com
Zenobia's Sweet Tooth,http://www.zenobiassweettooth.com
Big Dick Productions,
Hitlist,http://hitlistapp.com
BoozBucks,http://BoozBucks.com
Codex Educational Systems,
Pro Bono Source,http://www.probonosource.com
"Shortcut Mobile, Inc.",http://www.getshortcut.co
Novaux,http://www.novaux.com
Magnetic,
Young Kim,
FlixMaven,http://flixmaven.com
Kadler,http://www.kadlerbrand.com
Smarton Learning Solutions Inc.,http://www.smarton.co
Hulu,http://www.hulu.com/
CaterCow,
345 Design,http://345design.com/
Kumbu Health,http://www.kumbu.org
Third Mind,http://www.thirdmind.com/
A Tribe Called Love,
fanum.fm,http://fanum.fm
Dev Bootcamp,http://devbootcamp.com/location-nyc/
Branch ,
Split Movie LLC,http://www.derbycityproductions.com
ThinkEco,http://www.thinkecoinc.com/Main/Index
JBCconnect,http://jbcconnect.com/
DoSomething.org,http://www.dosomething.org/
Branchly,http://branch.ly
Closet with Benefits,http://www.closetwithbenefits.com
Magnani Caruso Dutton,http://www.mcdpartners.com
AromaGo,
Coney island Cinema Grill,
TechZarInfo,http://www.techzar-web-developers.com/
EyeCu LLC,
SoftInWay,http://www.softinway.com/
Storybox,http://storybox.it
Live Sports Live,http://www.live-sports-live.com
The Christmas Collective,http://thechristmascollective.com
LetMeGo,http://letmego.com/search
Jewbilation,http://www.jewbilation.com
Crush + Lovely,http://crushlovely.com/
Mistral,http://www.MistralMobile.com
The Museum of Interesting Things,http://www.museumthings.org
Gucci,
Battery Park Media (Battery Park City NEWS),http://batteryparkcity.com/
Thrillist,http://www.thrillist.com/
M.L. Finishing & Refinishing LLC,http://www.mlfinishing.com
Heart to Heart,
Fashionism,http://www.Fashionism.com
Transclick Digital Health,https://gust.com/companies/transclickglobal
Frederick Benjamin Grooming,http://www.frederickbenjamin.com
The Phoenix Database,
QuicknGreen,http://www.quickngreen.org
Firma Group ,
Medyear,http://medyear.com
Acme Railways,
B.O.S.S.,http://underconstruction.com
Homespree,http://www.myhomespree.com
Glue,http://tappi.me
meetMoi,http://meetmoi.com/careers
Licenders,http://www.licenders.com
PrOwlin.com,http://PrOwlin.com
MODULE R,http://www.module-r.com
Passwork,https://passwork.me
LocalMaven,http://WWW.LOCALMAVEN.COM
"I.C. Progress, Inc.",http://icprogressphotos.com
TopMBACOnnect,http://www.topmba.com/
Hangalong,http://hangalong.com
"Swoon Beauty, LLC",http://www.getswoon.com
LOCAL,http://team-local.com
Nuna Productions,http://www.nunaproductions.com/
Itemology,http://itemology.com
JusticeInvestor,http://www.justiceinvestor.com
"NovoVia, Inc.",
Take-Two Interactive,http://www.take2games.com/
DealSurf.com,
Anzenna,http://In development - not essential at this point of commercialization process.
Ark Media,http://www.ark-media.net/
LifeIce,http://www.lifeice.com
Tarbell,http://tarbellyny.com
Manilla,https://www.manilla.com
SpaGypsies,http://www.spagypsies.com
goodnikels.com,http://goodnikels.com
TransMedia,http://glideos.com
Sports Information Traders - The Best Sports Handicappers,http://sportsinformationtraders.com
ShiShi-Tang,
Felt Tip Inc.,http://felttip.com/
Unique Distillers,
CloudLaw,http://www.zeekbeek.com
Digital Search Monkey,
Outsource Data Entry Services ,http://www.outsourcedataentryservices.com/
Exam Elf,http://examelf.com
Scientific Knowledge Inc.,http://www.scientificknowledgeinc.com
Visionary Outlook LLC,
Perka,http://getperka.com/
Queen of Raw,https://www.queenofraw.com/
Recrewtor,http://www.recrewtor.com
Zemanta,http://www.zemanta.com/
Spark Printing,
Digital Pulp,http://www.digitalpulp.com/#/home
Best Biz Survis,http://buyeucigarettes.com/
Desta Communications,http://www.obexi.com
Kinvolved,http://www.kinvolved.com
Direct IQ,http://www.directiq.com
Lunch-IN inc.,
idlecars,http://www.idlecars.com
3Floz.com,http://www.3floz.com/
MacchaBar,http://www.macchabar.com
Luxury Trine Digital Media Group,http://luxurytrine.com
Consignd,http://www.consignd.com
worldsocial,
AlphaBoost (AdVerify),http://www.alphaboost.com/
"Datavisual, Inc.",http://datavisu.al
Boloro,http://www.boloro.com
Ayima,http://www.ayima.com/
"Brillist, Inc.",http://brillist.com
"Fused, Inc.",
bMuse,http://bmuse.com/index.php
R/GA,http://www.rga.com/
LSQ.io,https://www.lsq.io
Riot New Media Group,http://riotnewmedia.com/
caseable,http://www.caseable.com
"Tapjoy, Inc",http://home.tapjoy.com/
Appliances Connection,http://www.appliancesconnection.com/
CommonKey,http://commonkey.com
InnovBot,
Paradine,https://www.myparadine.com
Potentiality,
JW Player (LongTail Video),http://www.jwplayer.com/
Proshot Case,http://www.proshotcase.com/WordpressSite/
HORN,http://www.horngroup.com/
"ECO ""Environmentally- Friendly Fashion""",
SaGa Design,http://www.wix.com/sa1818/saga
The Project,
Brode Electrolyte Vitamin,http://brode.co
thehostingcat,
Blue Telescope,http://blue-telescope.com/
TradeCard (changed to GT Nexus),http://www.gtnexus.com/
Long Island City Market,
Smart Snack,
Cooperatize,https://www.cooperatize.com
"Gestalt Aeronauticals, Ltd.",
Pizarts,http://pizarts.com
OurTV,http://www.our-television.com
Stealth Communications,http://www.stealth.net/
"Bitsocket, Inc.",http://bitsocket.in
Aplus,
Crawford Space,
WIE Network,http://www.wienetwork.org
Grantasoft LLC,http://www.grantasoft.com
DotAlign,http://www.dotalign.com
Fameish Jewelry Inc.,http://www.fameishjewelry.com
Knight N' Day,
Paperboyclothing,http://paperboyclothingstore.com
Do It IN Person LLC,http://www.doitinperson.com/
Dacostra inc,http://Rebuiling a new one soon
Nubitek,http://nubitek.com
Humanitas Media Publishing,http://www.humanitasmedia.com
Venux,https://www.venux.com
OUT!,https://itunes.apple.com/us/app/out!/id673162763?mt=8
Mo-Tea,http://moteafome.com
BlocPower,http://www.blocpower.org
Stylight,
Dashlane,http://www.dashlane.com
Azilen Technologies,http://www.azilen.com/
Happying,
RK ADLER LLP,http://www.rkadler.com/
Yipit,http://yipit.com/
Hive Collective Investing LLC.,http://hivecollectiveinvesting.com
Bushel Entertainment,http://EPROPS.conduitapps.com
Cosi Consulting,http://www.cosiconsulting.com/index.html
Badger,http://playbadger.com
Galati,
"Qello, LLC",http://qello.com/
From the East to the West,
Fashism,http://fashism.com/
Think You,http://www.thinkyouinc.com
Better Life,
StyleLikeU,http://www.stylelikeu.com
MODE30 LLC,http://www.mode30.com
Modabound Inc.,http://www.modabound.com
ThreePercentRealty.com,http://usrealty.com (previous URL)
#Fit4ME,
Work Better,
Invergo Coffee,http://invergocoffee.com
SocialFlow,http://www.socialflow.com/
Wedkey,http://wedkey.com/
Rapid Realty,
Wakefield,http://getwakefield.com
NYFU (New York FUnctional FUrniture),http://www.nyfu.com
DataNitro,https://datanitro.com/
SociableUS,http://www.SociableUS.com
Rubicon Project,
PostHelpers,http://www.posthelpers.com
Mirabella Mediterranean Cuisine,
Croissant,https://www.getcroissant.com
Green Barrel Energy,http://www.greenbarrelenergy.com
 Bajan Yankee Pictures Inc.,http://www.BajanYankeePictures.com
sneakerchange,http://www.sneakerchange.com
Teach For America,
Future Industries,
CodeWalla,http://www.codewalla.com/
Powhow Inc.,http://www.powhow.com/
eDigital Solutions LLC,http://SkillStreamer.com
Code and Theory,http://www.codeandtheory.com
uijoji,http://www.GoldFiend.com
TV Dinner,
Varonis Systems,http://www.varonis.com/
Rap Genius,http://rapgenius.com/
Global Point NY,http://www.globalpointny.com
RadicalLeverage,
Ütil™,http://www.util.nyc
delve,http://delvenews.com
Nave Industries,
AJR Business Solutions Inc,
Ultrasound Medical Mapping ,
rentini,http://www.pinocular.com
AB Engineering,http://www.siaab-abe.com
Nomad Editions,http://nomadeditions.com/
